index,ts_code,symbol,name,area,industry,fullname,market,exchange,list_date,is_hs
3026,600856.SH,600856,*ST中天,北京,供气供热,中兴天恒能源科技(北京)股份公司,主板,SSE,19940425,N
3027,600857.SH,600857,宁波中百,浙江,百货,宁波中百股份有限公司,主板,SSE,19940425,N
3028,600858.SH,600858,银座股份,山东,百货,银座集团股份有限公司,主板,SSE,19940506,N
3029,600859.SH,600859,王府井,北京,百货,王府井集团股份有限公司,主板,SSE,19940506,H
3030,600860.SH,600860,*ST京城,北京,专用机械,北京京城机电股份有限公司,主板,SSE,19940506,N
3031,600861.SH,600861,北京城乡,北京,百货,北京城乡商业(集团)股份有限公司,主板,SSE,19940520,N
3032,600862.SH,600862,中航高科,江苏,航空,中航航空高科技股份有限公司,主板,SSE,19940520,N
3033,600863.SH,600863,内蒙华电,内蒙,火力发电,内蒙古蒙电华能热电股份有限公司,主板,SSE,19940520,H
3034,600864.SH,600864,哈投股份,黑龙江,证券,哈尔滨哈投投资股份有限公司,主板,SSE,19940809,N
3035,600865.SH,600865,百大集团,浙江,百货,百大集团股份有限公司,主板,SSE,19940809,N
3036,600866.SH,600866,星湖科技,广东,食品,广东肇庆星湖生物科技股份有限公司,主板,SSE,19940818,N
3037,600867.SH,600867,通化东宝,吉林,生物制药,通化东宝药业股份有限公司,主板,SSE,19940824,H
3038,600868.SH,600868,梅雁吉祥,广东,水力发电,广东梅雁吉祥水电股份有限公司,主板,SSE,19940912,N
3039,600869.SH,600869,智慧能源,青海,电气设备,远东智慧能源股份有限公司,主板,SSE,19950206,N
3040,600870.SH,600870,ST厦华,福建,家用电器,厦门华侨电子股份有限公司,主板,SSE,19950228,N
3041,600871.SH,600871,石化油服,北京,石油开采,中石化石油工程技术服务股份有限公司,主板,SSE,19950411,H
3042,600872.SH,600872,中炬高新,广东,食品,中炬高新技术实业(集团)股份有限公司,主板,SSE,19950124,H
3043,600873.SH,600873,梅花生物,西藏,食品,梅花生物科技集团股份有限公司,主板,SSE,19950217,N
3044,600874.SH,600874,创业环保,天津,环境保护,天津创业环保集团股份有限公司,主板,SSE,19950630,H
3045,600875.SH,600875,东方电气,四川,电气设备,东方电气股份有限公司,主板,SSE,19951010,H
3046,600876.SH,600876,洛阳玻璃,河南,玻璃,洛阳玻璃股份有限公司,主板,SSE,19951031,H
3047,600877.SH,600877,ST电能,重庆,电气设备,中电科能源股份有限公司,主板,SSE,19951013,N
3048,600879.SH,600879,航天电子,湖北,航空,航天时代电子技术股份有限公司,主板,SSE,19951115,H
3049,600880.SH,600880,博瑞传播,四川,广告包装,成都博瑞传播股份有限公司,主板,SSE,19951115,N
3050,600881.SH,600881,亚泰集团,吉林,水泥,吉林亚泰(集团)股份有限公司,主板,SSE,19951115,N
3051,600882.SH,600882,妙可蓝多,上海,乳制品,上海妙可蓝多食品科技股份有限公司,主板,SSE,19951206,N
3052,600883.SH,600883,博闻科技,云南,水泥,云南博闻科技实业股份有限公司,主板,SSE,19951208,N
3053,600884.SH,600884,杉杉股份,浙江,综合类,宁波杉杉股份有限公司,主板,SSE,19960130,N
3054,600885.SH,600885,宏发股份,湖北,电气设备,宏发科技股份有限公司,主板,SSE,19960205,H
3055,600886.SH,600886,国投电力,北京,水力发电,国投电力控股股份有限公司,主板,SSE,19960118,H
3056,600887.SH,600887,伊利股份,内蒙,乳制品,内蒙古伊利实业集团股份有限公司,主板,SSE,19960312,H
3057,600888.SH,600888,新疆众和,新疆,铝,新疆众和股份有限公司,主板,SSE,19960215,N
3058,600889.SH,600889,南京化纤,江苏,化纤,南京化纤股份有限公司,主板,SSE,19960308,N
3059,600890.SH,600890,中房股份,北京,区域地产,中房置业股份有限公司,主板,SSE,19960318,N
3060,600892.SH,600892,*ST大晟,深圳,影视音像,大晟时代文化投资股份有限公司,主板,SSE,19960315,N
3061,600893.SH,600893,航发动力,陕西,航空,中国航发动力股份有限公司,主板,SSE,19960408,H
3062,600894.SH,600894,广日股份,广东,运输设备,广州广日股份有限公司,主板,SSE,19960328,N
3063,600895.SH,600895,张江高科,上海,园区开发,上海张江高科技园区开发股份有限公司,主板,SSE,19960422,H
3064,600896.SH,600896,览海医疗,海南,医疗保健,览海医疗产业投资股份有限公司,主板,SSE,19960503,N
3065,600897.SH,600897,厦门空港,福建,机场,元翔(厦门)国际航空港股份有限公司,主板,SSE,19960531,H
3066,600898.SH,600898,*ST美讯,山东,通信设备,国美通讯设备股份有限公司,主板,SSE,19960418,N
3067,600900.SH,600900,长江电力,北京,水力发电,中国长江电力股份有限公司,主板,SSE,20031118,H
3068,600901.SH,600901,江苏租赁,江苏,多元金融,江苏金融租赁股份有限公司,主板,SSE,20180301,N
3069,600903.SH,600903,贵州燃气,贵州,供气供热,贵州燃气集团股份有限公司,主板,SSE,20171107,H
3070,600908.SH,600908,无锡银行,江苏,银行,无锡农村商业银行股份有限公司,主板,SSE,20160923,N
3071,600909.SH,600909,华安证券,安徽,证券,华安证券股份有限公司,主板,SSE,20161206,H
3072,600917.SH,600917,重庆燃气,重庆,供气供热,重庆燃气集团股份有限公司,主板,SSE,20140930,H
3073,600918.SH,600918,中泰证券,山东,证券,中泰证券股份有限公司,主板,SSE,20200603,N
3074,600919.SH,600919,江苏银行,江苏,银行,江苏银行股份有限公司,主板,SSE,20160802,H
3075,600926.SH,600926,杭州银行,浙江,银行,杭州银行股份有限公司,主板,SSE,20161027,H
3076,600928.SH,600928,西安银行,陕西,银行,西安银行股份有限公司,主板,SSE,20190301,H
3077,600929.SH,600929,雪天盐业,湖南,食品,雪天盐业集团股份有限公司,主板,SSE,20180326,N
3078,600933.SH,600933,爱柯迪,浙江,汽车配件,爱柯迪股份有限公司,主板,SSE,20171117,H
3079,600936.SH,600936,广西广电,广西,影视音像,广西广播电视信息网络股份有限公司,主板,SSE,20160815,N
3080,600939.SH,600939,重庆建工,重庆,建筑工程,重庆建工集团股份有限公司,主板,SSE,20170221,N
3081,600956.SH,600956,新天绿能,河北,新型电力,新天绿色能源股份有限公司,主板,SSE,20200629,H
3082,600958.SH,600958,东方证券,上海,证券,东方证券股份有限公司,主板,SSE,20150323,H
3083,600959.SH,600959,江苏有线,江苏,影视音像,江苏省广电有线信息网络股份有限公司,主板,SSE,20150428,N
3084,600960.SH,600960,渤海汽车,山东,汽车配件,渤海汽车系统股份有限公司,主板,SSE,20040407,N
3085,600961.SH,600961,株冶集团,湖南,铅锌,株洲冶炼集团股份有限公司,主板,SSE,20040830,N
3086,600962.SH,600962,国投中鲁,北京,软饮料,国投中鲁果汁股份有限公司,主板,SSE,20040622,N
3087,600963.SH,600963,岳阳林纸,湖南,造纸,岳阳林纸股份有限公司,主板,SSE,20040525,N
3088,600965.SH,600965,福成股份,河北,农业综合,河北福成五丰食品股份有限公司,主板,SSE,20040713,N
3089,600966.SH,600966,博汇纸业,山东,造纸,山东博汇纸业股份有限公司,主板,SSE,20040608,N
3090,600967.SH,600967,内蒙一机,内蒙,运输设备,内蒙古第一机械集团股份有限公司,主板,SSE,20040518,H
3091,600968.SH,600968,海油发展,北京,石油开采,中海油能源发展股份有限公司,主板,SSE,20190626,H
3092,600969.SH,600969,郴电国际,湖南,水力发电,湖南郴电国际发展股份有限公司,主板,SSE,20040408,N
3093,600970.SH,600970,中材国际,江苏,建筑工程,中国中材国际工程股份有限公司,主板,SSE,20050412,H
3094,600971.SH,600971,恒源煤电,安徽,煤炭开采,安徽恒源煤电股份有限公司,主板,SSE,20040817,H
3095,600973.SH,600973,宝胜股份,江苏,电气设备,宝胜科技创新股份有限公司,主板,SSE,20040802,H
3096,600975.SH,600975,新五丰,湖南,农业综合,湖南新五丰股份有限公司,主板,SSE,20040609,H
3097,600976.SH,600976,健民集团,湖北,中成药,健民药业集团股份有限公司,主板,SSE,20040419,N
3098,600977.SH,600977,中国电影,北京,影视音像,中国电影股份有限公司,主板,SSE,20160809,H
3099,600978.SH,600978,*ST宜生,广东,家居用品,宜华生活科技股份有限公司,主板,SSE,20040824,N
3100,600979.SH,600979,广安爱众,四川,水力发电,四川广安爱众股份有限公司,主板,SSE,20040906,N
3101,600980.SH,600980,北矿科技,北京,元器件,北矿科技股份有限公司,主板,SSE,20040512,N
3102,600981.SH,600981,汇鸿集团,江苏,商贸代理,江苏汇鸿国际集团股份有限公司,主板,SSE,20040630,N
3103,600982.SH,600982,宁波热电,浙江,供气供热,宁波热电股份有限公司,主板,SSE,20040706,N
3104,600983.SH,600983,惠而浦,安徽,家用电器,惠而浦(中国)股份有限公司,主板,SSE,20040727,N
3105,600984.SH,600984,建设机械,陕西,工程机械,陕西建设机械股份有限公司,主板,SSE,20040707,H
3106,600985.SH,600985,淮北矿业,安徽,煤炭开采,淮北矿业控股股份有限公司,主板,SSE,20040428,H
3107,600986.SH,600986,科达股份,山东,互联网,科达集团股份有限公司,主板,SSE,20040426,N
3108,600987.SH,600987,航民股份,浙江,纺织,浙江航民股份有限公司,主板,SSE,20040809,H
3109,600988.SH,600988,赤峰黄金,内蒙,黄金,赤峰吉隆黄金矿业股份有限公司,主板,SSE,20040414,H
3110,600989.SH,600989,宝丰能源,宁夏,化工原料,宁夏宝丰能源集团股份有限公司,主板,SSE,20190516,H
3111,600990.SH,600990,四创电子,安徽,通信设备,安徽四创电子股份有限公司,主板,SSE,20040510,H
3112,600992.SH,600992,贵绳股份,贵州,钢加工,贵州钢绳股份有限公司,主板,SSE,20040514,N
3113,600993.SH,600993,马应龙,湖北,中成药,马应龙药业集团股份有限公司,主板,SSE,20040517,H
3114,600995.SH,600995,文山电力,云南,水力发电,云南文山电力股份有限公司,主板,SSE,20040615,N
3115,600996.SH,600996,贵广网络,贵州,影视音像,贵州省广播电视信息网络股份有限公司,主板,SSE,20161226,H
3116,600997.SH,600997,开滦股份,河北,煤炭开采,开滦能源化工股份有限公司,主板,SSE,20040602,N
3117,600998.SH,600998,九州通,湖北,医药商业,九州通医药集团股份有限公司,主板,SSE,20101102,H
3118,600999.SH,600999,招商证券,深圳,证券,招商证券股份有限公司,主板,SSE,20091117,H
3119,601000.SH,601000,唐山港,河北,港口,唐山港集团股份有限公司,主板,SSE,20100705,H
3120,601001.SH,601001,大同煤业,山西,煤炭开采,大同煤业股份有限公司,主板,SSE,20060623,H
3121,601002.SH,601002,晋亿实业,浙江,机械基件,晋亿实业股份有限公司,主板,SSE,20070126,N
3122,601003.SH,601003,柳钢股份,广西,普钢,柳州钢铁股份有限公司,主板,SSE,20070227,H
3123,601005.SH,601005,重庆钢铁,重庆,普钢,重庆钢铁股份有限公司,主板,SSE,20070228,H
3124,601006.SH,601006,大秦铁路,山西,铁路,大秦铁路股份有限公司,主板,SSE,20060801,H
3125,601007.SH,601007,金陵饭店,江苏,酒店餐饮,金陵饭店股份有限公司,主板,SSE,20070406,N
3126,601008.SH,601008,连云港,江苏,港口,江苏连云港港口股份有限公司,主板,SSE,20070426,N
3127,601009.SH,601009,南京银行,江苏,银行,南京银行股份有限公司,主板,SSE,20070719,H
3128,601010.SH,601010,文峰股份,江苏,超市连锁,文峰大世界连锁发展股份有限公司,主板,SSE,20110603,N
3129,601011.SH,601011,宝泰隆,黑龙江,焦炭加工,宝泰隆新材料股份有限公司,主板,SSE,20110309,N
3130,601012.SH,601012,隆基股份,陕西,电气设备,隆基绿能科技股份有限公司,主板,SSE,20120411,H
3131,601015.SH,601015,陕西黑猫,陕西,焦炭加工,陕西黑猫焦化股份有限公司,主板,SSE,20141105,N
3132,601016.SH,601016,节能风电,北京,新型电力,中节能风力发电股份有限公司,主板,SSE,20140929,H
3133,601018.SH,601018,宁波港,浙江,港口,宁波舟山港股份有限公司,主板,SSE,20100928,H
3134,601019.SH,601019,山东出版,山东,出版业,山东出版传媒股份有限公司,主板,SSE,20171122,H
3135,601020.SH,601020,华钰矿业,西藏,铅锌,西藏华钰矿业股份有限公司,主板,SSE,20160316,N
3136,601021.SH,601021,春秋航空,上海,空运,春秋航空股份有限公司,主板,SSE,20150121,H
3137,601028.SH,601028,玉龙股份,江苏,商贸代理,山东玉龙黄金股份有限公司,主板,SSE,20111107,N
3138,601038.SH,601038,一拖股份,河南,农用机械,第一拖拉机股份有限公司,主板,SSE,20120808,H
3139,601058.SH,601058,赛轮轮胎,山东,汽车配件,赛轮集团股份有限公司,主板,SSE,20110630,H
3140,601066.SH,601066,中信建投,北京,证券,中信建投证券股份有限公司,主板,SSE,20180620,H
3141,601068.SH,601068,中铝国际,北京,建筑工程,中铝国际工程股份有限公司,主板,SSE,20180831,H
3142,601069.SH,601069,西部黄金,新疆,黄金,西部黄金股份有限公司,主板,SSE,20150122,H
3143,601077.SH,601077,渝农商行,重庆,银行,重庆农村商业银行股份有限公司,主板,SSE,20191029,H
3144,601086.SH,601086,国芳集团,甘肃,百货,甘肃国芳工贸(集团)股份有限公司,主板,SSE,20170929,N
3145,601088.SH,601088,中国神华,北京,煤炭开采,中国神华能源股份有限公司,主板,SSE,20071009,H
3146,601098.SH,601098,中南传媒,湖南,出版业,中南出版传媒集团股份有限公司,主板,SSE,20101028,H
3147,601099.SH,601099,太平洋,云南,证券,太平洋证券股份有限公司,主板,SSE,20071228,H
3148,601100.SH,601100,恒立液压,江苏,工程机械,江苏恒立液压股份有限公司,主板,SSE,20111028,H
3149,601101.SH,601101,昊华能源,北京,煤炭开采,北京昊华能源股份有限公司,主板,SSE,20100331,N
3150,601106.SH,601106,中国一重,黑龙江,工程机械,中国第一重型机械股份公司,主板,SSE,20100209,N
3151,601107.SH,601107,四川成渝,四川,路桥,四川成渝高速公路股份有限公司,主板,SSE,20090727,H
3152,601108.SH,601108,财通证券,浙江,证券,财通证券股份有限公司,主板,SSE,20171024,H
3153,601111.SH,601111,中国国航,北京,空运,中国国际航空股份有限公司,主板,SSE,20060818,H
3154,601113.SH,601113,ST华鼎,浙江,化纤,义乌华鼎锦纶股份有限公司,主板,SSE,20110509,N
3155,601116.SH,601116,三江购物,浙江,超市连锁,三江购物俱乐部股份有限公司,主板,SSE,20110302,N
3156,601117.SH,601117,中国化学,北京,建筑工程,中国化学工程股份有限公司,主板,SSE,20100107,H
3157,601118.SH,601118,海南橡胶,海南,橡胶,海南天然橡胶产业集团股份有限公司,主板,SSE,20110107,N
3158,601126.SH,601126,四方股份,北京,电气设备,北京四方继保自动化股份有限公司,主板,SSE,20101231,N
3159,601127.SH,601127,小康股份,重庆,汽车配件,重庆小康工业集团股份有限公司,主板,SSE,20160615,N
3160,601128.SH,601128,常熟银行,江苏,银行,江苏常熟农村商业银行股份有限公司,主板,SSE,20160930,H
3161,601137.SH,601137,博威合金,浙江,铜,宁波博威合金材料股份有限公司,主板,SSE,20110127,N
3162,601138.SH,601138,工业富联,深圳,通信设备,富士康工业互联网股份有限公司,主板,SSE,20180608,H
3163,601139.SH,601139,深圳燃气,深圳,供气供热,深圳市燃气集团股份有限公司,主板,SSE,20091225,H
3164,601155.SH,601155,新城控股,江苏,区域地产,新城控股集团股份有限公司,主板,SSE,20151204,H
3165,601158.SH,601158,重庆水务,重庆,水务,重庆水务集团股份有限公司,主板,SSE,20100329,H
3166,601162.SH,601162,天风证券,湖北,证券,天风证券股份有限公司,主板,SSE,20181019,H
3167,601163.SH,601163,三角轮胎,山东,汽车配件,三角轮胎股份有限公司,主板,SSE,20160909,N
3168,601166.SH,601166,兴业银行,福建,银行,兴业银行股份有限公司,主板,SSE,20070205,H
3169,601168.SH,601168,西部矿业,青海,铜,西部矿业股份有限公司,主板,SSE,20070712,N
3170,601169.SH,601169,北京银行,北京,银行,北京银行股份有限公司,主板,SSE,20070919,H
3171,601177.SH,601177,杭齿前进,浙江,机械基件,杭州前进齿轮箱集团股份有限公司,主板,SSE,20101011,N
3172,601179.SH,601179,中国西电,陕西,电气设备,中国西电电气股份有限公司,主板,SSE,20100128,N
3173,601186.SH,601186,中国铁建,北京,建筑工程,中国铁建股份有限公司,主板,SSE,20080310,H
3174,601187.SH,601187,厦门银行,福建,银行,厦门银行股份有限公司,主板,SSE,20201027,N
3175,601188.SH,601188,龙江交通,黑龙江,路桥,黑龙江交通发展股份有限公司,主板,SSE,20100319,N
3176,601198.SH,601198,东兴证券,北京,证券,东兴证券股份有限公司,主板,SSE,20150226,H
3177,601199.SH,601199,江南水务,江苏,水务,江苏江南水务股份有限公司,主板,SSE,20110317,N
3178,601200.SH,601200,上海环境,上海,环境保护,上海环境集团股份有限公司,主板,SSE,20170331,H
3179,601208.SH,601208,东材科技,四川,化工原料,四川东材科技集团股份有限公司,主板,SSE,20110520,N
3180,601211.SH,601211,国泰君安,上海,证券,国泰君安证券股份有限公司,主板,SSE,20150626,H
3181,601212.SH,601212,白银有色,甘肃,铜,白银有色集团股份有限公司,主板,SSE,20170215,N
3182,601216.SH,601216,君正集团,内蒙,化工原料,内蒙古君正能源化工集团股份有限公司,主板,SSE,20110222,H
3183,601218.SH,601218,吉鑫科技,江苏,机械基件,江苏吉鑫风能科技股份有限公司,主板,SSE,20110506,N
3184,601222.SH,601222,林洋能源,江苏,电器仪表,江苏林洋能源股份有限公司,主板,SSE,20110808,N
3185,601225.SH,601225,陕西煤业,陕西,煤炭开采,陕西煤业股份有限公司,主板,SSE,20140128,H
3186,601226.SH,601226,华电重工,北京,专用机械,华电重工股份有限公司,主板,SSE,20141211,N
3187,601228.SH,601228,广州港,广东,港口,广州港股份有限公司,主板,SSE,20170329,N
3188,601229.SH,601229,上海银行,上海,银行,上海银行股份有限公司,主板,SSE,20161116,H
3189,601231.SH,601231,环旭电子,上海,元器件,环旭电子股份有限公司,主板,SSE,20120220,H
3190,601233.SH,601233,桐昆股份,浙江,化纤,桐昆集团股份有限公司,主板,SSE,20110518,H
3191,601236.SH,601236,红塔证券,云南,证券,红塔证券股份有限公司,主板,SSE,20190705,H
3192,601238.SH,601238,广汽集团,广东,汽车整车,广州汽车集团股份有限公司,主板,SSE,20120329,H
3193,601258.SH,601258,ST庞大,河北,汽车服务,庞大汽贸集团股份有限公司,主板,SSE,20110428,N
3194,601288.SH,601288,农业银行,北京,银行,中国农业银行股份有限公司,主板,SSE,20100715,H
3195,601298.SH,601298,青岛港,山东,港口,青岛港国际股份有限公司,主板,SSE,20190121,H
3196,601311.SH,601311,骆驼股份,湖北,电气设备,骆驼集团股份有限公司,主板,SSE,20110602,H
3197,601318.SH,601318,中国平安,深圳,保险,中国平安保险(集团)股份有限公司,主板,SSE,20070301,H
3198,601319.SH,601319,中国人保,北京,保险,中国人民保险集团股份有限公司,主板,SSE,20181116,H
3199,601326.SH,601326,秦港股份,河北,港口,秦皇岛港股份有限公司,主板,SSE,20170816,H
3200,601328.SH,601328,交通银行,上海,银行,交通银行股份有限公司,主板,SSE,20070515,H
3201,601330.SH,601330,绿色动力,深圳,环境保护,绿色动力环保集团股份有限公司,主板,SSE,20180611,H
3202,601333.SH,601333,广深铁路,深圳,铁路,广深铁路股份有限公司,主板,SSE,20061222,H
3203,601336.SH,601336,新华保险,北京,保险,新华人寿保险股份有限公司,主板,SSE,20111216,H
3204,601339.SH,601339,百隆东方,浙江,纺织,百隆东方股份有限公司,主板,SSE,20120612,N
3205,601360.SH,601360,三六零,天津,互联网,三六零安全科技股份有限公司,主板,SSE,20120116,H
3206,601366.SH,601366,利群股份,山东,百货,利群商业集团股份有限公司,主板,SSE,20170412,N
3207,601368.SH,601368,绿城水务,广西,水务,广西绿城水务股份有限公司,主板,SSE,20150612,N
3208,601369.SH,601369,陕鼓动力,陕西,机械基件,西安陕鼓动力股份有限公司,主板,SSE,20100428,N
3209,601375.SH,601375,中原证券,河南,证券,中原证券股份有限公司,主板,SSE,20170103,H
3210,601377.SH,601377,兴业证券,福建,证券,兴业证券股份有限公司,主板,SSE,20101013,H
3211,601388.SH,601388,怡球资源,江苏,铝,怡球金属资源再生(中国)股份有限公司,主板,SSE,20120423,N
3212,601390.SH,601390,中国中铁,北京,建筑工程,中国中铁股份有限公司,主板,SSE,20071203,H
3213,601398.SH,601398,工商银行,北京,银行,中国工商银行股份有限公司,主板,SSE,20061027,H
3214,601399.SH,601399,ST国重装,四川,工程机械,国机重型装备集团股份有限公司,主板,SSE,20200608,N
3215,601456.SH,601456,国联证券,江苏,证券,国联证券股份有限公司,主板,SSE,20200731,H
3216,601500.SH,601500,通用股份,江苏,汽车配件,江苏通用科技股份有限公司,主板,SSE,20160919,N
3217,601512.SH,601512,中新集团,江苏,园区开发,中新苏州工业园区开发集团股份有限公司,主板,SSE,20191220,H
3218,601515.SH,601515,东风股份,广东,广告包装,汕头东风印刷股份有限公司,主板,SSE,20120216,N
3219,601518.SH,601518,吉林高速,吉林,路桥,吉林高速公路股份有限公司,主板,SSE,20100319,N
3220,601519.SH,601519,大智慧,上海,软件服务,上海大智慧股份有限公司,主板,SSE,20110128,H
3221,601555.SH,601555,东吴证券,江苏,证券,东吴证券股份有限公司,主板,SSE,20111212,H
3222,601566.SH,601566,九牧王,福建,服饰,九牧王股份有限公司,主板,SSE,20110530,N
3223,601567.SH,601567,三星医疗,浙江,电器仪表,宁波三星医疗电气股份有限公司,主板,SSE,20110615,H
3224,601568.SH,601568,北元集团,陕西,化工原料,陕西北元化工集团股份有限公司,主板,SSE,20201020,N
3225,601577.SH,601577,长沙银行,湖南,银行,长沙银行股份有限公司,主板,SSE,20180926,H
3226,601579.SH,601579,会稽山,浙江,红黄酒,会稽山绍兴酒股份有限公司,主板,SSE,20140825,N
3227,601588.SH,601588,北辰实业,北京,区域地产,北京北辰实业股份有限公司,主板,SSE,20061016,H
3228,601595.SH,601595,上海电影,上海,影视音像,上海电影股份有限公司,主板,SSE,20160817,N
3229,601598.SH,601598,中国外运,北京,仓储物流,中国外运股份有限公司,主板,SSE,20190118,H
3230,601599.SH,601599,鹿港文化,江苏,影视音像,江苏鹿港文化股份有限公司,主板,SSE,20110527,N
3231,601600.SH,601600,中国铝业,北京,铝,中国铝业股份有限公司,主板,SSE,20070430,H
3232,601601.SH,601601,中国太保,上海,保险,中国太平洋保险(集团)股份有限公司,主板,SSE,20071225,H
3233,601606.SH,601606,长城军工,安徽,专用机械,安徽长城军工股份有限公司,主板,SSE,20180806,N
3234,601607.SH,601607,上海医药,上海,医药商业,上海医药集团股份有限公司,主板,SSE,19940324,H
3235,601608.SH,601608,中信重工,河南,专用机械,中信重工机械股份有限公司,主板,SSE,20120706,N
3236,601609.SH,601609,金田铜业,浙江,铜,宁波金田铜业(集团)股份有限公司,主板,SSE,20200422,N
3237,601611.SH,601611,中国核建,上海,建筑工程,中国核工业建设股份有限公司,主板,SSE,20160606,N
3238,601615.SH,601615,明阳智能,广东,机械基件,明阳智慧能源集团股份公司,主板,SSE,20190123,H
3239,601616.SH,601616,广电电气,上海,电气设备,上海广电电气(集团)股份有限公司,主板,SSE,20110201,N
3240,601618.SH,601618,中国中冶,北京,建筑工程,中国冶金科工股份有限公司,主板,SSE,20090921,H
3241,601619.SH,601619,嘉泽新能,宁夏,新型电力,宁夏嘉泽新能源股份有限公司,主板,SSE,20170720,H
3242,601628.SH,601628,中国人寿,北京,保险,中国人寿保险股份有限公司,主板,SSE,20070109,H
3243,601633.SH,601633,长城汽车,河北,汽车整车,长城汽车股份有限公司,主板,SSE,20110928,H
3244,601636.SH,601636,旗滨集团,湖南,玻璃,株洲旗滨集团股份有限公司,主板,SSE,20110812,H
3245,601658.SH,601658,邮储银行,北京,银行,中国邮政储蓄银行股份有限公司,主板,SSE,20191210,H
3246,601666.SH,601666,平煤股份,河南,煤炭开采,平顶山天安煤业股份有限公司,主板,SSE,20061123,H
3247,601668.SH,601668,中国建筑,北京,建筑工程,中国建筑股份有限公司,主板,SSE,20090729,H
3248,601669.SH,601669,中国电建,北京,建筑工程,中国电力建设股份有限公司,主板,SSE,20111018,H
3249,601677.SH,601677,明泰铝业,河南,铝,河南明泰铝业股份有限公司,主板,SSE,20110919,N
3250,601678.SH,601678,滨化股份,山东,化工原料,滨化集团股份有限公司,主板,SSE,20100223,H
3251,601688.SH,601688,华泰证券,江苏,证券,华泰证券股份有限公司,主板,SSE,20100226,H
3252,601689.SH,601689,拓普集团,浙江,汽车配件,宁波拓普集团股份有限公司,主板,SSE,20150319,H
3253,601696.SH,601696,中银证券,上海,证券,中银国际证券股份有限公司,主板,SSE,20200226,N
3254,601698.SH,601698,中国卫通,北京,电信运营,中国卫通集团股份有限公司,主板,SSE,20190628,H
3255,601699.SH,601699,潞安环能,山西,煤炭开采,山西潞安环保能源开发股份有限公司,主板,SSE,20060922,H
3256,601700.SH,601700,风范股份,江苏,电气设备,常熟风范电力设备股份有限公司,主板,SSE,20110118,N
3257,601702.SH,601702,华峰铝业,上海,铝,上海华峰铝业股份有限公司,主板,SSE,20200907,N
3258,601717.SH,601717,郑煤机,河南,汽车配件,郑州煤矿机械集团股份有限公司,主板,SSE,20100803,H
3259,601718.SH,601718,际华集团,北京,服饰,际华集团股份有限公司,主板,SSE,20100816,N
3260,601727.SH,601727,上海电气,上海,电气设备,上海电气集团股份有限公司,主板,SSE,20081205,H
3261,601766.SH,601766,中国中车,北京,运输设备,中国中车股份有限公司,主板,SSE,20080818,H
3262,601777.SH,601777,*ST力帆,重庆,摩托车,力帆实业(集团)股份有限公司,主板,SSE,20101125,N
3263,601778.SH,601778,晶科科技,江西,新型电力,晶科电力科技股份有限公司,主板,SSE,20200519,N
3264,601788.SH,601788,光大证券,上海,证券,光大证券股份有限公司,主板,SSE,20090818,H
3265,601789.SH,601789,宁波建工,浙江,建筑工程,宁波建工股份有限公司,主板,SSE,20110816,H
3266,601798.SH,601798,蓝科高新,甘肃,化工机械,甘肃蓝科石化高新装备股份有限公司,主板,SSE,20110622,N
3267,601799.SH,601799,星宇股份,江苏,汽车配件,常州星宇车灯股份有限公司,主板,SSE,20110201,H
3268,601800.SH,601800,中国交建,北京,建筑工程,中国交通建设股份有限公司,主板,SSE,20120309,H
3269,601801.SH,601801,皖新传媒,安徽,出版业,安徽新华传媒股份有限公司,主板,SSE,20100118,H
3270,601808.SH,601808,中海油服,天津,石油开采,中海油田服务股份有限公司,主板,SSE,20070928,H
3271,601811.SH,601811,新华文轩,四川,出版业,新华文轩出版传媒股份有限公司,主板,SSE,20160808,H
3272,601816.SH,601816,京沪高铁,北京,铁路,京沪高速铁路股份有限公司,主板,SSE,20200116,H
3273,601818.SH,601818,光大银行,北京,银行,中国光大银行股份有限公司,主板,SSE,20100818,H
3274,601827.SH,601827,三峰环境,重庆,环境保护,重庆三峰环境集团股份有限公司,主板,SSE,20200605,N
3275,601828.SH,601828,美凯龙,上海,其他商业,红星美凯龙家居集团股份有限公司,主板,SSE,20180117,H
3276,601838.SH,601838,成都银行,四川,银行,成都银行股份有限公司,主板,SSE,20180131,H
3277,601857.SH,601857,中国石油,北京,石油开采,中国石油天然气股份有限公司,主板,SSE,20071105,H
3278,601858.SH,601858,中国科传,北京,出版业,中国科技出版传媒股份有限公司,主板,SSE,20170118,H
3279,601860.SH,601860,紫金银行,江苏,银行,江苏紫金农村商业银行股份有限公司,主板,SSE,20190103,H
3280,601865.SH,601865,福莱特,浙江,玻璃,福莱特玻璃集团股份有限公司,主板,SSE,20190215,H
3281,601866.SH,601866,中远海发,上海,水运,中远海运发展股份有限公司,主板,SSE,20071212,H
3282,601869.SH,601869,长飞光纤,湖北,通信设备,长飞光纤光缆股份有限公司,主板,SSE,20180720,H
3283,601872.SH,601872,招商轮船,上海,水运,招商局能源运输股份有限公司,主板,SSE,20061201,H
3284,601877.SH,601877,正泰电器,浙江,电气设备,浙江正泰电器股份有限公司,主板,SSE,20100121,H
3285,601878.SH,601878,浙商证券,浙江,证券,浙商证券股份有限公司,主板,SSE,20170626,H
3286,601880.SH,601880,大连港,辽宁,港口,大连港股份有限公司,主板,SSE,20101206,H
